META,FOTO_NR,BEZEICHNUNG,WERK,INVNR,PERSON,ZEIT,BEMERKUNG,ORT,X,NUMMER
0,6282,"Umschlag (Vorderseite, beschriftet)",,I.6.1.e,Geymüller,1896,Aufschrift: Prof. Jacob Burckhardt an H.v. Geymüller,,,
0,6283,Bleistiftskizze (Architektur) mit Notizen,,I.6.1.e,Geymüller,,Aufschrift: Steiegerung der Einheiten,,,
0,6284,"Deckblatt einer Mappe (Vorderseite, beschriftet)",RF,I.6.3.f,Geymüller,,Aufschrift: Liste des Artistes Decorateure,,,
0,6285,Brief Seite I,,I.6.5.b,Wilhelm Bode,,mit roten Anmerkungen,,,
0,6286,Brief Seite II,,I.6.5.b,Wilhelm Bode,,mit roten Anmerkungen,,,
0,6287,Brief Seite III,,I.6.5.b,Wilhelm Bode,,mit roten Anmerkungen,,,
0,6288,Brief Seite IV,,I.6.5.b,Wilhelm Bode,,mit roten Anmerkungen,,,
0,6289,Brief Seite V,,I.6.5.b,Wilhelm Bode,,mit roten Anmerkungen,,,
0,6290,Brief Seite VI,,I.6.5.b,Wilhelm Bode,,mit roten Anmerkungen,,,
0,6291,"Postkarte (Rückseite, beschriftet)",,I.6.5.b,Wilhelm Bode,,,,,
0,6292,Bleistiftskizzen (Architektur) mit Notizen und farblichen Anmerkungen,RF,II.1.1.a,Geymüller,,,,,
0,6293,Bleistiftskizzen (Architektur) mit Notizen   Vermessungen und farblichen Anmerkungen,RF,II.1.1.a,Geymüller,,St. Eustache,,,
0,6294,Bleistiftskizzen (Architektur) mit Notizen   Vermessungen und farblichen Anmerkungen,RF,II.1.1.a,Geymüller,,,,,
0,6295,Bleistiftskizze (Grundriss) mit Notizen,RF,II.1.3.c,Geymüller,,Mappe: Louvre,,,
0,6296,Bleistiftskizze (Architektur) mit Vermessungen (Tusche),RF,II.1.3.c,Geymüller,,"Mappe: Louvre, Aufschrift: Port Levis R.",,,
0,6297,Bleistiftskizze (Landschaft) mit Notizen   Vermessungen und farblichen Anmerkungen,RF,II.1.3.c,Geymüller,,"Mappe: Louvre, Aufschrift: Richelien",,,
0,6298,Bleistiftskizze (Architektur) mit Notizen und farblichen Anmerkungen,RF,II.1.3.c,Geymüller,,Mappe: Louvre,,,
0,6299,Bleistiftskizze (Architektur) mit Notizen,RF,II.1.3.c,Geymüller,,Mappe: Louvre,,,
0,6300,Bleistiftskizze (Architektur) mit Notizen und farblichen Anmerkungen,RF,II.1.3.c,Geymüller,,Mappe: Louvre,,,
0,6301,Bleistiftskizzen (Architektur) mit Notizen und farblichen Anmerkungen,RF,II.1.3.c,Geymüller,,Mappe: Louvre: Aufschriftt: Mauvis,,,
0,6302,Bleistiftskizze (Architektur) mit Notizen ,RF,II.1.3.c,Geymüller,,"Mappe: Louvre,",,,
0,6303,Bleistiftskizze (Architektur) mit Notizen,RF,II.1.3.c,Geymüller,,Mappe: Louvre,,,
0,6304,Bleistiftskizze (Architektur) mit Notizen (Farbstift und Tusche),RF,II.1.3.c,Geymüller,,"Mappe: Louvre, Aufschrift: versailles",,,
0,6305,Tuscheskizze (Grundriss) mit Notizen (Farbstift),RF,II.1.3.c,Geymüller,,Mappe: Louvre,,,
0,6306,Tuscheskizzen (Architektur) mit Notizen (Farbstift und Tusche),RF,II.1.3.c,Geymüller,,Mappe: Louvre,,,
0,6307,Tabelle mit Skizzen und Notizen (Millimeterpapier),RF,II.1.3.c,Geymüller,,,,,
0,6308,Blatt mit Notizen und Skizzen,RF,II.1.3.c,Geymüller,,,,,
0,6309,Tuscheskizzen (Architektur) mit farblichen Bemerkungen,RF,II.1.3.c,Geymüller,,,,,
0,6310,Tuscheskizzen (Architektur) mit farblichen Nummerierungen,RF,II.1.3.c,Geymüller,,,,,
0,6311,Tuscheskizze (Architektur) mit Notizen,RF,II.1.3.c,Geymüller,,,,,
0,6312,Tuscheskizze (Architektur) mit Notizen,RF,II.1.3.c,Geymüller,,,,,
0,6313,Tuscheskizze (Architektur) mit Notizen,RF,II.1.3.c,Geymüller,,,,,
0,6314,Tuscheskizze (Architektur) mit Notizen,RF,II.1.3.c,Geymüller,,,,,
0,6315,Tuscheskizze (Architektur) mit Notizen,RF,II.1.3.c,Geymüller,,,,,
0,6316,Tuscheskizzen (Profile) mit Notizen auf Transparentpapier,RF,II.1.4.a,Geymüller,1884,,,,
0,6317,Tuscheskizzen (Profile) mit Notizen auf Transparentpapier,RF,II.1.4.a,Geymüller,,Aufschrift: Chambord. Facade Principale,,,
0,6318,Tuscheskizzen (Profile) mit Notizen auf Transparentpapier,RF,II.1.4.a,Geymüller,1884,Aufschrift: Azax le Rideau,,,
0,6319,Tuscheskizzen (Profile) mit Notizen auf Transparentpapier,RF,II.1.4.a,Geymüller,1884,Aufschrift: Palais Grauvelle,,,
0,6320,Tuscheskizzen (Profile) mit Notizen auf Transparentpapier,RF,II.1.4.a,Geymüller,,Aufschrift: Amboise. Facade Louis XII,,,
0,6321,Tuscheskizzen (Profile) mit Notizen auf Transparentpapier,RF,II.1.4.a,Geymüller,1884,Aufschrift: St. Denis,,,
0,6322,Tuscheskizzen (Profile  und Kapitelle) mit Notizen auf Transparentpapier,RF,II.1.4.a,Geymüller,,Aufschrift: S. Maclou a Rouen,,,
0,6323,Tuscheskizzen (Profile) auf Transparentpapier,RF,II.1.4.a,Geymüller,1884,,,,
0,6324,Tuscheskizzen (Architektur) mit Notizen auf Transparentpapier,RF,II.1.4.a,Geymüller,1884,Aufschrift: St. Denis,,,
0,6325,Reproduktion (Architektur),,II.1.4.b,,,,,,
0,6326,"Bleistiftskizze (Architektur, teils mit Tusche übermalt)",,II.1.4.b,,,Aufschrift: Chambord,,,
0,6327,Reinzeichnung (Profile),,II.1.4.b,,,,,,
0,6328,Reinzeichnung (Ornamentik),,II.1.4.b,,,,,,
0,6329,Reinzeichnung (Architektur) mit Notizen,,II.1.4.b,,,Aufschrift: Schloss Chemaze,,,
0,6330,Reinzeichnung (Architektur) mit Notizen,,II.1.4.b,,,Aufschrift: Attainville,,,
0,6331,Tuscheskizze (Architektur),,II.1.4.b,,,Aufschrift: Goussainville,,,
0,6332,Tuscheskizzen (Architektur),,II.1.4.b,,,Aufschrift. Epipais Nef.,,,
0,6333,"Postkarte (Vorderseite, beschriftet)",,II.1.5,Josef Durm,1900,,,,
0,6334,"Postkarte (Rückseite, beschriftet)",,II.1.5,Josef Durm,1900,,,,
0,6335,Copie (Vorderseite),,II.1.5,Verlag Arnold Bergwässer,1900,,,,
0,6336,Reproduktion (Architektur),,II.1.5,,,,,,
0,6337,Fotografie einer Tuschezeichnung (Architektur),DC,II.1.6 ,,,,,,
0,6338,Fotografie einer Tuschezeichnung (Architektur),DC,II.1.6,,,,,,
0,6339,Fotografie von Tuschezeichnungen (Architektur),DC,II.1.6,,,,,,
0,6340,Fotografie einer Tuschezeichnung (Architektur),DC,II.1.6,,,,,,
0,6341,Fotografie einer Tuschezeichnung (Architektur),DC,II.1.6,,,,,,
0,6342,Fotografie einer Tuschezeichnung (Architektur),DC,II.1.6,,,,,,
0,6343,Abbildung für die Publikation (Architektur),DC,II.1.6,,,Aufschrift: Templum Salomonis,,,
0,6344,Abbildung für die Publikation (Architektur),DC,II.1.6,,,,,,
0,6345,Abbildung für die Publikation (Architektur),DC,II.1.6,,,,,,
0,6346,Abbilldungen für die Publikation (mit blauen Nummerierungen),DC,II.1.6,,,,,,
0,6347,Abbildung für die Publikation (Architektur) mit Notizen,DC,II.1.6,,,,,,
0,6348,Reinzeichnungen für die Publikation (Architektur),DC,II.1.6,,,,,,
0,6349,Abbildung für die Publikation (mit blauer Nummerierung),DC,II.1.6,,,,,,
0,6350,Reinzeichnung für die Publikation (mit blauer Nummerierung),DC,II.1.6,,,,,,
0,6351,Abbildung für die Publikation (Architektur) mit blauer Nummerierung,DC,II.1.6,,,,,,
0,6352,Detail von #6355,RF,II.1.6.d,,,"Palais de Justice de Paris, Salle des Pas-Pendus   Goupe transversale",,,
0,6353,Detail von #6355,RF,II.1.6.d,,,"Palais de Justice de Paris, Salle des Pas-Pendus   Goupe transversale",,,
0,6354,Plan (Aufriss),RF,II.1.6.d,,,"Palais de Justice de Paris, Salle des Pas-Pendus   Goupe transversale",,,
0,6355,Plan (Aufriss),RF,II.1.6.d,,,"Palais de Justice de Paris, Salle des Pas-Pendus   Goupe transversale",,,
0,6356,Detail von #6355,RF,II.1.6.d,,,"Palais de Justice de Paris, Salle des Pas-Pendus   Goupe transversale",,,
0,6357,Seite einer Publikation,RF,II.1.8.a,,,mit handschriftlichen Notizen von Geymüller,,,
0,6358,Seite einer Publikation (Detail Fußnoten),RF,II.1.8.a,,,mit handschriftlichen Notizen von Geymüller,,,
0,6359,Ausschnitt (von 6365),RF,II.1.8.a,,,Sternstadt,,,
0,6360,Ausschnitt (von 6365),RF,II.1.8.a,,,Sternstadt,,,
0,6361,Tuscheskizze einer Kirchenfassade (umrahmt),RF,II.1.8.a,Geymüller,,#22018,,,
0,6362,Stich (Architektur) mit Notizen,RF,II.1.8.a,Notizen von Geymüller,,"#21843, Fig. 311 (mit Farbstift)",,,
0,6363,Stich (Architektur) mit Notizen,RF,II.1.8.a,Nummerierung von Geymüller,,#21798,,,
0,6364,Stich (Architektur) mit Notizen,RF,II.1.8.a,Nummerierung von Geymüller,,"#21798, #308 (blauer Farbstift)",,,
0,6365,Andruck (blau) mit Vermessungen,RF,II.1.8.e,,,Sternstadt,,,
0,6366,Brief Seite I (+ beigelegtes Kuvert),RF,II.1.8.e,Mancini,1894,,Pisa,,
0,6367,Brief Seite II   III,RF,II.1.8.e,Mancini,1894,,Pisa,,
0,6368,Stich (mit zwei Abbildungen),,II.1.9,Drucker: Lemercier,1878,Moniteur des Architectes (Escalier Epoque Louis XV),Paris,,
0,6369,Stich (Detail von 6368),,II.1.9,Drucker: Lemercier,1878,Moniteur des Architectes (Escalier Epoque Louis XV),Paris,,
0,6370,Stich (Detail von 6368),,II.1.9,Drucker: Lemercier,1878,Moniteur des Architectes (Escalier Epoque Louis XV),Paris,,
0,6371,Stich (mit Abbildung),,II.1.9,Drucker: Lemercier,1869,Chateau de Nantoillet   Moniteur des Architectes,Paris,,
0,6372,Stich (mit Abbildung),,II.1.9,Drucker: Lemercier,1869,Chateau de Nantoillet   Moniteur des Architectes,Paris,,
0,6373,Stich (mit Abbildung),,II.1.9,Drucker: Lemercier,1869,Chateau de Nantoillet   Moniteur des Architectes,Paris,,
0,6374,Stich (mit Abbildung),,II.1.9,Drucker: Lemercier,1869,"Chateau d'Azay Le Rideau - Grand Escalier, Moniteur des Architectes",Paris,,
0,6375,Stich (mit Abbildung),,II.1.9,Drucker: Lemercier,1879,Escalier du Chateau de St. Ouen-Mayenne,,,
0,6376,Bleistiftskizze (Architektur),RF,II.1.10,Geymüller,,aus: Mappe mit Zeichnungen,,,
0,6377,Bleistiftskizze (Architektur),RF,II.1.10,Geymüller,,aus: Mappe mit Zeichnungen,,,
0,6378,"Bleistiftskizze (Architektur, Detail)",RF,II.1.10,Geymüller,,aus: Mappe mit Zeichnungen,,,
0,6379,Menükarte von einem Bankett (Vorderseite),,II.1.11,an Geymüller,1903,ECP - Ecole Centrale Paris,Paris,,
0,6380,"Menükarte von einem Bankett (Rückseite, beschriftet)",,II.1.11,an Geymüller,1903,ECP - Ecole Centrale Paris,Paris,,
0,6381,"Postkarte (Vorderseite, mit Abbildung)",,II.1.11,Max Alioth,1906,Abb.: Luneville -  Place du Chateau,Luneville,,
0,6382,"Postkarte (Rückseite, beschriftet)",,II.1.11,Max Alioth,1906,,Luneville,,
0,6383,"Postkarte (Vorderseite, mit Abbildung)",,II.1.12,,1905,Abb.: Paris - Le Jube de l'Eglise Saint-Etienne-du-Mont,Paris,,
0,6384,"Postkarte (Rückseite, beschriftet)",,II.1.12,,1905,,Paris,,
0,6385,"Postkarte (Rückseite, beschriftet)",,II.1.12,Leon Leche,,Revue de la Renaissance ,Paris,,
0,6386,"Postkarte (Vorderseite, beschriftet)",,II.1.12,Leon Leche,,Revue de la Renaissance ,Paris,,
0,6387,Prospekt (Vorderseite),,II.1.12,,1903,Revue de la Renaissance ,Paris,,
0,6388,"Abrechnungen (Vorderseite, 2 Stück)",,II.1.12,ausgestellt an Geymüller,,Ledoyen - Champs-Elysees,Paris,,
0,6389,Rechnung (Vorderseite),,II.1.12,ausgestellt an Geymüller,,"Hotel du Quai Voltaire, 19   Quai Voltaire   19   Paris",Paris,,
0,6390,Rechnung (Rückseite),,II.1.12,ausgestellt an Geymüller,,"Hotel du Quai Voltaire, 19   Quai Voltaire   19   Paris",Paris,,
0,6391,Rechnung (Vorderseite),,II.1.12,ausgestellt an Geymüller,,"Grand Hotel de France, 43   Place de la Republique   43",Paris,,
0,6392,Rechnung (Vorderseite),,II.1.12,ausgestellt an Geymüller,,Kostellerie du Cheval Blanc,Angers,,
0,6393,Rechnung (Vorderseite),,II.1.12,ausgestellt an Geymüller,,"Hotel de France, Pelletier   8   Place Planchat",,,
0,6394,Verlagsprospekt (Vorderseite),,II.1.12,,,Librairie Alphonse Picard & Fils,,,
0,6395,"Verlagsprospekt (Vorderseite, Detail)",,II.1.12,,,Librairie Alphonse Picard & Fils,,,
0,6396,Geographische Skizze (Bleistift),,II.2.1,Geymüller,,Frankreich,,,
0,6397,Brief Seite I,,II.2.1,,1896,Ministere de l'Instruction Publique des Beaux-Arts et des Cultes,Paris,,
0,6398,Brief Seite I,,II.2.1,,1896,Ministere de l'Instruction Publique des Beaux-Arts et des Cultes,Paris,,
0,6399,Bleistiftskizze (Architektur in Landschaft) mit Notizen,,II.2.1,Geymüller,,aus: Notizbuch,,,
0,6400,Bleistiftskizze (Architektur) mit Notizen,,II.2.1,Geymüller,,aus: Notizbuch,,,
0,6401,Bleistiftskizze (Architektur) mit Notizen und Telegrammausschnitten,,II.2.1,Geymüller,,aus: Notizbuch,,,
0,6402,Bleistiftskizze (Architektur) mit Notizen,,II.2.1,Geymüller,,aus: Notizbuch,,,
0,6403,Bleistiftskizze (Grundriss) mit Notizen,,II.2.1,Geymüller,,aus: Notizbuch,,,
0,6404,Telegramm  (Vorderseite),,II.2.5,,,Anlass: Tod von Muentz,Lausanne,,
0,6405,Brief Seite I,,II.2.5,Vera K,,,,,
0,6406,Brief Seite I,,II.2.5,Vera K,,,,,
0,6407,Brief Seite II,,II.2.5,Vera K,,,,,
0,6408,Brief Seite I,,II.2.5,A. Kreyder,1902,,Paris,,
0,6409,Brief Seite II,,II.2.5,A. Kreyder,1902,,Paris,,
0,6410,Brief Seite I,,II.2.5,Achille Muentz,1902,,,,
0,6411,"Postkarte (Vorderseite, beschriftet) mit Abbildung",,II.2.5,E. Muentz,1902,Die letzte Karte von Muentz,Verrieres,,
0,6412,"Postkarte (Rückseite, beschriftet)",,II.2.5,E. Muentz,1902,Die letzte Karte von Muentz,Verrieres,,
0,6413,Brief Seite I,,II.2.5,,,"Anrede: ""Ma chere Cortesse""",Paris,,
0,6414,Brief Seite II,,II.2.5,,,"Anrede: ""Ma chere Cortesse""",Paris,,
0,6415,Deckblatt eines Exzerptes ,,II.3.1,,1897,"Aufschrift: ""Recherche sur la Grotte du Jardin des Pins a Fontainebleau per Louis Dimier""",,,
0,6416,Tuscheskizzen (Architektur) mit Notizen,,II.3.3,Geymüller,,,,,
0,6417,Tuscheskizzen (Architektur) mit Notizen,,II.3.3,Geymüller,1893,,Paris,,
0,6418,Notizen mit Tuscheskizze,,II.3.3,Geymüller,1893,Paris,,,
0,6419,Tuscheskizzen (Architektur) mit Notizen ,,II.3.3,Geymüller,1893,St. Roche (Paris),,,
0,6420,Tuscheskizze (Architektur) mit Notizen,,II.3.3,Geymüller,1893,St. Roche (Paris),,,
0,6421,Tuscheskizzen (Architekturelemente)  ,,II.3.3,Geymüller,,,,,
0,6422,Tuscheskizzen (Architekturelemente) mit Notizen,,II.3.3,Geymüller,,,,,
0,6423,Notiz ,,II.3.4,Geymüller,,"Aufschrift: ""Suche Leonardo da Vinci in Fra Giocondo""",,,
0,6424,"Aufgeklebte Fotografie (Architektur, mit dünner   rotliniger Umrahmung)",,II.3.4,,,ohne Aufschrift,,,
0,6425,"Aufgeklebte Fotografie (Architektur, mit dünner   rotliniger Umrahmung)",,II.3.4,,,Aufschrift: Chateau d'Amboise,,,
0,6426,"Aufgeklebte Fotografie (Architektur, mit dünner   rotliniger Umrahmung)",,II.3.4,,,Aufschrift: Chateau d'Amboise,,,
0,6427,"Rückseite einer aufgeklebten Fotografie (Architektur, mit dünner   rotliniger Umrahmung)",,II.3.4,,,Aufschrift u.a.: Mieusement a blois Photographe…,,,
0,6428,Fotografie (Architektur),,II.3.4,,,Angerville,,,
0,6429,"Rückseite (Fotografie, Architektur)",,II.3.4,,,Aufschrift: 4/4 Angerville,,,
0,6430,Fotografie (sakraler Innenraum),,II.3.4,,,,,,
0,6431,Notiz mit Prägung,,II.3.4,,,Prägung: F.M.S.,,,
0,6432,Aufgeklebte Fotografie (mit abgerundeten Ecken und dünner   rotliniger Umrahmung),,II.3.4,,,Aufschrift: Bayeux   Vieille Maison de la Rue St. Malo,,,
0,6433,Fotografie (Architektur) mit Prägung,,II.3.4,,,Berville,,,
0,6434,Rückseite Fotografie (mit Aufschrift),,II.3.4,,,Aufschrift: Berville,,,
0,6435,"Aufgeklebte Fotografie (Architektur, mit dünner   rotliniger Umrahmung)",,II.3.4,,,"Aufschrift: Chateau de Chambord, Facade Meridionale",,,
0,6436,"Aufgeklebte Fotografie (Architektur, mit dünner   rotliniger Umrahmung)",,II.3.4,,,"Aufschrift. Chateau de Chambord, Facade Occidentale",,,
0,6437,"Aufgeklebte Fotografie (Architektur, mit dünner   rotliniger Umrahmung)",,II.3.4,,,Aufschrift: Chateau de Chambord   La Salle des Gardes,,,
0,6438,"Aufgeklebte Fotografie (Architektur, mit abgerundeten Ecken und roter Aufschrift)",,II.3.4,,,"Aufschrift: Chateau de Chambord, Chapiteau de la Renaissance",,,
0,6439,"Aufgeklebte Fotografie (Architektur, mit abgerundeten Ecken und dünner   rotliniger Umrahmung) mit Vermessungen",,II.3.4,,,"Aufschrift: Chateau de Chambord, Escalier de l'Aile de Francois",,,
0,6440,"Aufgeklebte Fotografie (Architektur, mit abgerundeten Ecken und dünner   rotliniger Umrahmung)",,II.3.4,,,"Aufschrift: Caen, Maison de la Rue St. Pierre   XIV Siecle",,,
0,6441,"Aufgeklebte Fotografie (Architektur, mit abgerundeten Ecken und roter   dünnliniger Umrahmung)",,II.3.4,,,"Aufschrift: Caen, Abside de Saint-Pierre",,,
